o,d,data_share,predicted_share,abs_residual,rel_residual
12.0,9.0,0.006182332500000009,0.006182332499999954,-5.4643789493269423e-17,-8.838701168736774e-15
12.0,10.0,0.0011241337000000033,0.001124133699999993,-1.0408340855860843e-17,-9.258988371099284e-15
12.0,11.0,0.0018787599,0.0018787598999999834,-1.6479873021779667e-17,-8.77167594527628e-15
12.0,12.0,0.8558491499999998,0.8558491499999944,-5.440092820663267e-15,-6.35636878375502e-15
12.0,13.0,0.0012332809,0.0012332808999999882,-1.1926223897340549e-17,-9.670322387495458e-15
12.0,14.0,0.0021518031000000034,0.002151803099999986,-1.734723475976807e-17,-8.061720312498873e-15
12.0,15.0,0.0037938377000000063,0.0037938376999999738,-3.252606517456513e-17,-8.573393947391339e-15
12.0,16.0,0.0051830639,0.005183063899999956,-4.336808689942018e-17,-8.367268421950225e-15
12.0,17.0,0.004783580500000008,0.004783580499999964,-4.423544863740858e-17,-9.24735114991971e-15
12.0,18.0,0.008124942000000012,0.008124941999999942,-6.938893903907228e-17,-8.540238076662232e-15
12.0,19.0,0.0019079199000000035,0.0019079198999999863,-1.713039432527097e-17,-8.97857102138876e-15
12.0,20.0,0.0063664094,0.006366409399999942,-5.811323644522304e-17,-9.128102324871384e-15
13.0,1.0,0.007054702800000021,0.007054702799999962,-5.898059818321144e-17,-8.360465331468147e-15
13.0,2.0,0.0029709917000000055,0.0029709916999999817,-2.3852447794681098e-17,-8.02844645936946e-15
13.0,3.0,0.0017880457000000027,0.0017880456999999884,-1.431146867680866e-17,-8.003972536500962e-15
13.0,4.0,0.004669233700000006,0.0046692336999999695,-3.642919299551295e-17,-7.801963948712377e-15
13.0,5.0,0.0027525532000000075,0.002752553199999986,-2.168404344971009e-17,-7.877792679796354e-15
13.0,6.0,0.005742696600000014,0.0057426965999999675,-4.683753385137379e-17,-8.156017479901982e-15
13.0,7.0,0.0038113929000000114,0.00381139289999998,-3.122502256758253e-17,-8.192548862538532e-15
13.0,8.0,0.0020086234000000003,0.0020086233999999843,-1.6046192152785466e-17,-7.988651408116357e-15
13.0,9.0,0.0034421019000000037,0.0034421018999999755,-2.8189256484623115e-17,-8.189547347399298e-15
13.0,10.0,0.010191747000000015,0.010191746999999932,-8.326672684688674e-17,-8.170015096223113e-15
13.0,11.0,0.004118922200000012,0.004118922199999981,-3.122502256758253e-17,-7.580872143587086e-15
13.0,12.0,0.0018468170000000025,0.0018468169999999878,-1.474514954580286e-17,-7.984088053013829e-15
13.0,13.0,0.892027080000001,0.8920270799999973,-3.6637359812630166e-15,-4.10720264373926e-15
13.0,14.0,0.016539972,0.016539971999999875,-1.249000902703301e-16,-7.551408809539104e-15
13.0,15.0,0.00960777980000003,0.009607779799999955,-7.45931094670027e-17,-7.763823799021963e-15
13.0,16.0,0.010799044999999985,0.010799044999999898,-8.673617379884035e-17,-8.031837426257644e-15
13.0,17.0,0.003198184299999999,0.0031981842999999743,-2.47198095326695e-17,-7.729326146923274e-15
13.0,18.0,0.0027349121000000047,0.002734912099999984,-2.0816681711721685e-17,-7.611462800475982e-15
13.0,19.0,0.004992182800000006,0.004992182799999966,-3.9898639947466563e-17,-7.992223351169456e-15
13.0,20.0,0.0091934819,0.009193481899999927,-7.28583859910259e-17,-7.925004561223522e-15
14.0,1.0,0.003805567300000007,0.003805567299999978,-2.905661822261152e-17,-7.635292173813734e-15
14.0,2.0,0.0012000337000000036,0.0012000336999999938,-9.75781955236954e-18,-8.131287939971611e-15
14.0,3.0,0.0027596117000000036,0.002759611699999981,-2.2551405187698492e-17,-8.171948679482139e-15
14.0,4.0,0.0030404029000000005,0.0030404028999999762,-2.42861286636753e-17,-7.987799466865162e-15
14.0,5.0,0.0009125645200000024,0.0009125645199999953,-7.15573433840433e-18,-7.841346207941889e-15
14.0,6.0,0.0073214318000000105,0.007321431799999953,-5.724587470723463e-17,-7.818945292536162e-15
14.0,7.0,0.0015965373000000021,0.0015965372999999893,-1.2793585635328952e-17,-8.013333378010608e-15
14.0,8.0,0.001258366000000002,0.0012583659999999919,-1.0191500421363742e-17,-8.09899538080632e-15
14.0,9.0,0.001999456900000003,0.001999456899999987,-1.6046192152785466e-17,-8.025275339911274e-15
14.0,10.0,0.005559757800000008,0.005559757799999964,-4.423544863740858e-17,-7.956362530290172e-15
