target,scramble,W,direction,cross_target,t,pred_B,pred_C,secant_block_fixed_dual,secant_reopt,one_sided,lfd_ok_p,lfd_ok_m
0.1,held_out_3,320000,dest_block,c400,0.0005689665067993544,-0.07051973222706197,-0.04559888991736101,-0.0234230821439562,-0.02356220590284147,-0.012453292008847159,true,true
0.1,held_out_3,320000,mixed_block_random,c25,2.498212637553187e-5,-0.2524372686546697,-0.33899828793997017,-0.4306780229465457,-0.4308258139184962,-0.26569817979526095,true,true
0.1,held_out_3,320000,mixed_block_random,c100,9.988263416200634e-5,-0.2524372686546697,-0.33899828793997017,-0.3792469905590501,-0.37946836811479623,-0.389648342286015,true,true
0.1,held_out_3,320000,mixed_block_random,c400,0.00039337668004682595,-0.2524372686546697,-0.33899828793997017,-0.28660504898014094,-0.28687424361116465,-0.29820072291293853,true,true
0.1,held_out_3,320000,dense_random_1,c25,2.6533665664743286e-5,0.0631529123078315,0.07242604648345524,0.1047876537396055,0.10473449743222113,0.1722337189456444,true,true
0.1,held_out_3,320000,dense_random_1,c100,9.691836108718002e-5,0.0631529123078315,0.07242604648345524,0.06170966447656459,0.06163259766068632,0.1075042089245051,true,true
0.1,held_out_3,320000,dense_random_1,c400,0.00038170221920875834,0.0631529123078315,0.07242604648345524,0.04494760015213299,0.04542231237563648,0.04014729751010212,true,true
0.1,held_out_3,320000,dense_random_2,c25,2.7760235190384114e-5,0.2574048791964737,0.31767946165596406,0.2633075819881204,0.26307610897429906,0.4440479168716355,true,true
0.1,held_out_3,320000,dense_random_2,c100,9.333642325427886e-5,0.2574048791964737,0.31767946165596406,0.32307252870298375,0.3231861703924086,0.2873260203511374,true,true
0.1,held_out_3,320000,dense_random_2,c400,0.00036483693306330403,0.2574048791964737,0.31767946165596406,0.27154108656192183,0.27122571298451204,0.2711618383531515,true,true
0.1,held_out_3,320000,gradient_descent,c25,1.230714011223813e-5,-2.457849931924494,-2.8620134286533383,-2.751006474089936,-2.751169132669826,-2.7416962951056467,true,true
0.1,held_out_3,320000,gradient_descent,c100,5.148060237185014e-5,-2.457849931924494,-2.8620134286533383,-2.802839997618936,-2.8029945670838807,-2.9381961248663284,true,true
0.1,held_out_3,320000,gradient_descent,c400,0.00019971941277773973,-2.457849931924494,-2.8620134286533383,-2.8369628971522256,-2.837295228667578,-2.8473062821926676,true,true
0.1,held_out_3,320000,pivot_leverage_weighted,c25,1.8764288689295046e-5,-0.3383096072521292,-0.4561422514339169,-0.4181482881692556,-0.417793153931132,-0.17370051346556772,true,true
0.1,held_out_3,320000,pivot_leverage_weighted,c100,7.502270040146766e-5,-0.3383096072521292,-0.4561422514339169,-0.5108139107698909,-0.5103758191729719,-0.5100721198682824,true,true
0.1,held_out_3,320000,pivot_leverage_weighted,c400,0.00029546858730426795,-0.3383096072521292,-0.4561422514339169,-0.4644870821535544,-0.4634208815789162,-0.47155584334121897,true,true
0.1,held_out_3,320000,leverage_weighted_random_2,c25,2.2313344942398905e-5,0.9346597550788823,1.1680012889590885,1.0944314068424204,1.0942745576136328,1.276378753533706,true,true
