trial,g,dg,classification,Delta,lower_bound,config
22,0.05760200675083817,0.09998931662416885,AboveEvaluationCap,NaN,705181.5287185383,D4_confirm_interior_cg_delta1.0_lower
23,0.05760200663384596,0.09998931650717664,AboveEvaluationCap,NaN,705181.528718538,D4_confirm_interior_cg_delta1.0_lower
24,0.05760200663384596,0.09998931650717664,AboveEvaluationCap,NaN,705181.528718538,D4_confirm_interior_cg_delta1.0_lower
25,0.057516866612951564,0.09990417648628225,AboveEvaluationCap,NaN,705181.5282308978,D4_confirm_interior_cg_delta1.0_lower
26,0.057516866612951564,0.09990417648628225,AboveEvaluationCap,NaN,705181.5282308978,D4_confirm_interior_cg_delta1.0_lower
27,0.05747550046251808,0.09986281033584876,AboveEvaluationCap,NaN,705181.527842419,D4_confirm_interior_cg_delta1.0_lower
28,0.05747550046251808,0.09986281033584876,AboveEvaluationCap,NaN,705181.527842419,D4_confirm_interior_cg_delta1.0_lower
29,0.05737800060401972,0.0997653104773504,AboveEvaluationCap,NaN,705181.5272745762,D4_confirm_interior_cg_delta1.0_lower
30,0.05737800060401972,0.0997653104773504,AboveEvaluationCap,NaN,705181.5272745762,D4_confirm_interior_cg_delta1.0_lower
31,0.05719588301718105,0.09958319289051173,AboveEvaluationCap,NaN,705181.5263720971,D4_confirm_interior_cg_delta1.0_lower
32,0.05719588301718105,0.09958319289051173,AboveEvaluationCap,NaN,705181.5263720971,D4_confirm_interior_cg_delta1.0_lower
33,0.05685596964649821,0.09924327951982889,AboveEvaluationCap,NaN,705181.5242787758,D4_confirm_interior_cg_delta1.0_lower
34,0.05685596964649821,0.09924327951982889,AboveEvaluationCap,NaN,705181.5242787758,D4_confirm_interior_cg_delta1.0_lower
35,0.05672668592560723,0.09911399579893791,AboveEvaluationCap,NaN,705181.5235714227,D4_confirm_interior_cg_delta1.0_lower
36,0.05672668592560723,0.09911399579893791,AboveEvaluationCap,NaN,705181.5235714227,D4_confirm_interior_cg_delta1.0_lower
37,0.05672657132731203,0.09911388120064271,AboveEvaluationCap,NaN,705181.5235711802,D4_confirm_interior_cg_delta1.0_lower
38,0.05672657132731203,0.09911388120064271,AboveEvaluationCap,NaN,705181.5235711802,D4_confirm_interior_cg_delta1.0_lower
39,0.056726438838847815,0.0991137487121785,AboveEvaluationCap,NaN,705181.5235709,D4_confirm_interior_cg_delta1.0_lower
40,0.056726438838847815,0.0991137487121785,AboveEvaluationCap,NaN,705181.5235709,D4_confirm_interior_cg_delta1.0_lower
41,0.05672638904807481,0.0991136989214055,AboveEvaluationCap,NaN,705181.5235707946,D4_confirm_interior_cg_delta1.0_lower
42,0.05672638904807481,0.0991136989214055,AboveEvaluationCap,NaN,705181.5235707946,D4_confirm_interior_cg_delta1.0_lower
43,0.05672640887104585,0.09911371874437654,AboveEvaluationCap,NaN,705181.5235708365,D4_confirm_interior_cg_delta1.0_lower
44,0.05672640887104585,0.09911371874437654,AboveEvaluationCap,NaN,705181.5235708365,D4_confirm_interior_cg_delta1.0_lower
45,0.05672528699371543,0.09911259686704611,AboveEvaluationCap,NaN,705181.5235684634,D4_confirm_interior_cg_delta1.0_lower
46,0.05672528699371543,0.09911259686704611,AboveEvaluationCap,NaN,705181.5235684634,D4_confirm_interior_cg_delta1.0_lower
47,0.05671971263970267,0.09910702251303335,AboveEvaluationCap,NaN,705181.5235305959,D4_confirm_interior_cg_delta1.0_lower
48,0.05671971263970267,0.09910702251303335,AboveEvaluationCap,NaN,705181.5235305959,D4_confirm_interior_cg_delta1.0_lower
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage1_active_delta0.01
2,-0.4187712940171192,-5.812292871998359e-7,FiniteSolved,0.00040720385629840986,NaN,D20_stage1_active_delta0.01
3,-0.41877420016355527,-3.4873757232545266e-6,FiniteSolved,0.0004071887763812577,NaN,D20_stage1_active_delta0.01
4,-0.4187887308957356,-1.801810790358349e-5,FiniteSolved,0.0004071852092895282,NaN,D20_stage1_active_delta0.01
5,-0.41886138455663713,-9.067176880511729e-5,FiniteSolved,0.00040791012019438476,NaN,D20_stage1_active_delta0.01
6,-0.41922465286114474,-0.0004539400733127308,FiniteSolved,0.00043023331557458976,NaN,D20_stage1_active_delta0.01
7,-0.41932465286114473,-0.0005539400733127198,FiniteSolved,0.00044163249594520387,NaN,D20_stage1_active_delta0.01
8,-0.4200246528611447,-0.0012539400733126982,FiniteSolved,0.0005849171681793599,NaN,D20_stage1_active_delta0.01
9,-0.4249246528611447,-0.006153940073312714,FiniteSolved,0.004289094792961246,NaN,D20_stage1_active_delta0.01
10,-0.4592246528611447,-0.04045394007331271,FiniteSolved,0.13859720899837544,NaN,D20_stage1_active_delta0.01
11,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.01
12,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.01
13,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.01
14,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.01
15,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.01
16,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.01
17,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.01
18,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.01
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage1_active_delta0.05
2,-0.4187712940171192,-5.812292871998359e-7,FiniteSolved,0.00040720385629840986,NaN,D20_stage1_active_delta0.05
3,-0.41877420016355527,-3.4873757232545266e-6,FiniteSolved,0.0004071887763812577,NaN,D20_stage1_active_delta0.05
4,-0.4187887308957356,-1.801810790358349e-5,FiniteSolved,0.0004071852092895282,NaN,D20_stage1_active_delta0.05
5,-0.41886138455663713,-9.067176880511729e-5,FiniteSolved,0.00040791012019438476,NaN,D20_stage1_active_delta0.05
6,-0.41922465286114474,-0.0004539400733127308,FiniteSolved,0.00043023331557458976,NaN,D20_stage1_active_delta0.05
7,-0.41932465286114473,-0.0005539400733127198,FiniteSolved,0.00044163249594520387,NaN,D20_stage1_active_delta0.05
8,-0.4200246528611447,-0.0012539400733126982,FiniteSolved,0.0005849171681793599,NaN,D20_stage1_active_delta0.05
9,-0.4249246528611447,-0.006153940073312714,FiniteSolved,0.004289094792961246,NaN,D20_stage1_active_delta0.05
10,-0.4592246528611447,-0.04045394007331271,FiniteSolved,0.13859720899837544,NaN,D20_stage1_active_delta0.05
11,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.05
12,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.05
13,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.05
14,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.05
15,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.05
16,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.05
17,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.05
18,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.05
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage1_active_delta0.1
2,-0.4187712940171192,-5.812292871998359e-7,FiniteSolved,0.00040720385629840986,NaN,D20_stage1_active_delta0.1
3,-0.41877420016355527,-3.4873757232545266e-6,FiniteSolved,0.0004071887763812577,NaN,D20_stage1_active_delta0.1
4,-0.4187887308957356,-1.801810790358349e-5,FiniteSolved,0.0004071852092895282,NaN,D20_stage1_active_delta0.1
5,-0.41886138455663713,-9.067176880511729e-5,FiniteSolved,0.00040791012019438476,NaN,D20_stage1_active_delta0.1
6,-0.41922465286114474,-0.0004539400733127308,FiniteSolved,0.00043023331557458976,NaN,D20_stage1_active_delta0.1
7,-0.41932465286114473,-0.0005539400733127198,FiniteSolved,0.00044163249594520387,NaN,D20_stage1_active_delta0.1
8,-0.4200246528611447,-0.0012539400733126982,FiniteSolved,0.0005849171681793599,NaN,D20_stage1_active_delta0.1
9,-0.4249246528611447,-0.006153940073312714,FiniteSolved,0.004289094792961246,NaN,D20_stage1_active_delta0.1
10,-0.4592246528611447,-0.04045394007331271,FiniteSolved,0.13859720899837544,NaN,D20_stage1_active_delta0.1
11,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.1
12,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.1
13,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.1
14,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.1
15,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.1
16,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.1
17,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.1
18,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_active_delta0.1
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage1_sqp_delta0.01
2,-0.41877129401711344,-5.812292814266762e-7,FiniteSolved,0.0004072038562984341,NaN,D20_stage1_sqp_delta0.01
3,-0.41877420016340416,-3.487375572153173e-6,FiniteSolved,0.00040718877638198936,NaN,D20_stage1_sqp_delta0.01
4,-0.4187887308919518,-1.801810411977689e-5,FiniteSolved,0.00040718520930237514,NaN,D20_stage1_sqp_delta0.01
5,-0.41886138446203636,-9.067167420434563e-5,FiniteSolved,0.0004079101197414181,NaN,D20_stage1_sqp_delta0.01
6,-0.4192246504961312,-0.00045393770829921243,FiniteSolved,0.00043023321011543766,NaN,D20_stage1_sqp_delta0.01
7,-0.4210409352597704,-0.0022702224719383657,FiniteSolved,0.0009793249588377518,NaN,D20_stage1_sqp_delta0.01
8,-0.4301212240773328,-0.011350511289500764,FiniteSolved,0.012645452328374848,NaN,D20_stage1_sqp_delta0.01
9,-0.47549431441395795,-0.05672360162612594,FiniteSolved,0.29640122884193204,NaN,D20_stage1_sqp_delta0.01
10,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.01
11,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.01
12,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.01
13,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.01
14,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.01
15,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.01
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage1_sqp_delta0.05
2,-0.41877129401711344,-5.812292814266762e-7,FiniteSolved,0.0004072038562984341,NaN,D20_stage1_sqp_delta0.05
3,-0.41877420016340416,-3.487375572153173e-6,FiniteSolved,0.00040718877638198936,NaN,D20_stage1_sqp_delta0.05
4,-0.4187887308919518,-1.801810411977689e-5,FiniteSolved,0.00040718520930237514,NaN,D20_stage1_sqp_delta0.05
5,-0.41886138446203636,-9.067167420434563e-5,FiniteSolved,0.0004079101197414181,NaN,D20_stage1_sqp_delta0.05
6,-0.4192246504961312,-0.00045393770829921243,FiniteSolved,0.00043023321011543766,NaN,D20_stage1_sqp_delta0.05
7,-0.4210409352597704,-0.0022702224719383657,FiniteSolved,0.0009793249588377518,NaN,D20_stage1_sqp_delta0.05
8,-0.4301212240773328,-0.011350511289500764,FiniteSolved,0.012645452328374848,NaN,D20_stage1_sqp_delta0.05
9,-0.47549431441395795,-0.05672360162612594,FiniteSolved,0.29640122884193204,NaN,D20_stage1_sqp_delta0.05
10,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.05
11,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.05
12,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.05
13,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.05
14,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.05
15,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.05
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage1_sqp_delta0.1
2,-0.41877129401711344,-5.812292814266762e-7,FiniteSolved,0.0004072038562984341,NaN,D20_stage1_sqp_delta0.1
3,-0.41877420016340416,-3.487375572153173e-6,FiniteSolved,0.00040718877638198936,NaN,D20_stage1_sqp_delta0.1
4,-0.4187887308919518,-1.801810411977689e-5,FiniteSolved,0.00040718520930237514,NaN,D20_stage1_sqp_delta0.1
5,-0.41886138446203636,-9.067167420434563e-5,FiniteSolved,0.0004079101197414181,NaN,D20_stage1_sqp_delta0.1
6,-0.4192246504961312,-0.00045393770829921243,FiniteSolved,0.00043023321011543766,NaN,D20_stage1_sqp_delta0.1
7,-0.4210409352597704,-0.0022702224719383657,FiniteSolved,0.0009793249588377518,NaN,D20_stage1_sqp_delta0.1
8,-0.4301212240773328,-0.011350511289500764,FiniteSolved,0.012645452328374848,NaN,D20_stage1_sqp_delta0.1
9,-0.47549431441395795,-0.05672360162612594,FiniteSolved,0.29640122884193204,NaN,D20_stage1_sqp_delta0.1
10,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.1
11,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.1
12,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.1
13,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.1
14,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.1
15,-0.568770712787832,-0.14999999999999997,AboveEvaluationCap,NaN,10.950623385810866,D20_stage1_sqp_delta0.1
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage2_active_box0.1
2,-0.4187712940171192,-5.812292871998359e-7,FiniteSolved,0.00040720385629840986,NaN,D20_stage2_active_box0.1
3,-0.41877420016355527,-3.4873757232545266e-6,FiniteSolved,0.0004071887763812577,NaN,D20_stage2_active_box0.1
4,-0.4187887308957356,-1.801810790358349e-5,FiniteSolved,0.0004071852092895282,NaN,D20_stage2_active_box0.1
5,-0.41886138455663713,-9.067176880511729e-5,FiniteSolved,0.00040791012019438476,NaN,D20_stage2_active_box0.1
6,-0.41922465286114474,-0.0004539400733127308,FiniteSolved,0.00043023331557458976,NaN,D20_stage2_active_box0.1
7,-0.41932465286114473,-0.0005539400733127198,FiniteSolved,0.00044163249594520387,NaN,D20_stage2_active_box0.1
8,-0.4200246528611447,-0.0012539400733126982,FiniteSolved,0.0005849171681793599,NaN,D20_stage2_active_box0.1
9,-0.4249246528611447,-0.006153940073312714,FiniteSolved,0.004289094792961246,NaN,D20_stage2_active_box0.1
10,-0.4592246528611447,-0.04045394007331271,FiniteSolved,0.13859720899837544,NaN,D20_stage2_active_box0.1
11,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_active_box0.1
12,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_active_box0.1
13,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_active_box0.1
14,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_active_box0.1
15,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_active_box0.1
16,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_active_box0.1
17,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_active_box0.1
18,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_active_box0.1
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage2_active_box0.25
2,-0.4187712940171192,-5.812292871998359e-7,FiniteSolved,0.00040720385629840986,NaN,D20_stage2_active_box0.25
3,-0.41877420016355527,-3.4873757232545266e-6,FiniteSolved,0.0004071887763812577,NaN,D20_stage2_active_box0.25
4,-0.4187887308957356,-1.801810790358349e-5,FiniteSolved,0.0004071852092895282,NaN,D20_stage2_active_box0.25
5,-0.41886138455663713,-9.067176880511729e-5,FiniteSolved,0.00040791012019438476,NaN,D20_stage2_active_box0.25
6,-0.41922465286114474,-0.0004539400733127308,FiniteSolved,0.00043023331557458976,NaN,D20_stage2_active_box0.25
7,-0.41932465286114473,-0.0005539400733127198,FiniteSolved,0.00044163249594520387,NaN,D20_stage2_active_box0.25
8,-0.4200246528611447,-0.0012539400733126982,FiniteSolved,0.0005849171681793599,NaN,D20_stage2_active_box0.25
9,-0.4249246528611447,-0.006153940073312714,FiniteSolved,0.004289094792961246,NaN,D20_stage2_active_box0.25
10,-0.4592246528611447,-0.04045394007331271,FiniteSolved,0.13859720899837544,NaN,D20_stage2_active_box0.25
11,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_active_box0.25
12,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_active_box0.25
13,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_active_box0.25
14,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_active_box0.25
15,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_active_box0.25
16,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_active_box0.25
17,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_active_box0.25
18,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_active_box0.25
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage2_active_box0.5
2,-0.4187712940171192,-5.812292871998359e-7,FiniteSolved,0.00040720385629840986,NaN,D20_stage2_active_box0.5
3,-0.41877420016355527,-3.4873757232545266e-6,FiniteSolved,0.0004071887763812577,NaN,D20_stage2_active_box0.5
4,-0.4187887308957356,-1.801810790358349e-5,FiniteSolved,0.0004071852092895282,NaN,D20_stage2_active_box0.5
5,-0.41886138455663713,-9.067176880511729e-5,FiniteSolved,0.00040791012019438476,NaN,D20_stage2_active_box0.5
6,-0.41922465286114474,-0.0004539400733127308,FiniteSolved,0.00043023331557458976,NaN,D20_stage2_active_box0.5
7,-0.41932465286114473,-0.0005539400733127198,FiniteSolved,0.00044163249594520387,NaN,D20_stage2_active_box0.5
8,-0.4200246528611447,-0.0012539400733126982,FiniteSolved,0.0005849171681793599,NaN,D20_stage2_active_box0.5
9,-0.4249246528611447,-0.006153940073312714,FiniteSolved,0.004289094792961246,NaN,D20_stage2_active_box0.5
10,-0.4592246528611447,-0.04045394007331271,FiniteSolved,0.13859720899837544,NaN,D20_stage2_active_box0.5
11,-0.6993246528611445,-0.2805539400733125,AboveEvaluationCap,NaN,10.676025284943126,D20_stage2_active_box0.5
12,-0.6993246528611445,-0.2805539400733125,AboveEvaluationCap,NaN,10.676025284943126,D20_stage2_active_box0.5
13,-0.7381733192743957,-0.31940260648656366,AboveEvaluationCap,NaN,13.984636296168011,D20_stage2_active_box0.5
14,-0.7381733192743957,-0.31940260648656366,AboveEvaluationCap,NaN,13.984636296168011,D20_stage2_active_box0.5
15,-0.7381733192743957,-0.31940260648656366,AboveEvaluationCap,NaN,13.984636296168011,D20_stage2_active_box0.5
16,-0.7381733192743957,-0.31940260648656366,AboveEvaluationCap,NaN,13.984636296168011,D20_stage2_active_box0.5
17,-0.7381733192743957,-0.31940260648656366,AboveEvaluationCap,NaN,13.984636296168011,D20_stage2_active_box0.5
18,-0.7381733192743957,-0.31940260648656366,AboveEvaluationCap,NaN,13.984636296168011,D20_stage2_active_box0.5
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage2_sqp_box0.1
2,-0.41877129401711344,-5.812292814266762e-7,FiniteSolved,0.0004072038562984341,NaN,D20_stage2_sqp_box0.1
3,-0.41877420016340416,-3.487375572153173e-6,FiniteSolved,0.00040718877638198936,NaN,D20_stage2_sqp_box0.1
4,-0.4187887308919518,-1.801810411977689e-5,FiniteSolved,0.00040718520930237514,NaN,D20_stage2_sqp_box0.1
5,-0.41886138446203636,-9.067167420434563e-5,FiniteSolved,0.0004079101197414181,NaN,D20_stage2_sqp_box0.1
6,-0.4192246504961312,-0.00045393770829921243,FiniteSolved,0.00043023321011543766,NaN,D20_stage2_sqp_box0.1
7,-0.4210409352597704,-0.0022702224719383657,FiniteSolved,0.0009793249588377518,NaN,D20_stage2_sqp_box0.1
8,-0.4301212240773328,-0.011350511289500764,FiniteSolved,0.012645452328374848,NaN,D20_stage2_sqp_box0.1
9,-0.47549431441395795,-0.05672360162612594,FiniteSolved,0.29640122884193204,NaN,D20_stage2_sqp_box0.1
10,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_sqp_box0.1
11,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_sqp_box0.1
12,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_sqp_box0.1
13,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_sqp_box0.1
14,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_sqp_box0.1
15,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_sqp_box0.1
16,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_sqp_box0.1
17,-0.518770712787832,-0.10000000000000003,AboveEvaluationCap,NaN,26.76964647916398,D20_stage2_sqp_box0.1
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage2_sqp_box0.25
2,-0.41877129401711344,-5.812292814266762e-7,FiniteSolved,0.0004072038562984341,NaN,D20_stage2_sqp_box0.25
3,-0.41877420016340416,-3.487375572153173e-6,FiniteSolved,0.00040718877638198936,NaN,D20_stage2_sqp_box0.25
4,-0.4187887308919518,-1.801810411977689e-5,FiniteSolved,0.00040718520930237514,NaN,D20_stage2_sqp_box0.25
5,-0.41886138446203636,-9.067167420434563e-5,FiniteSolved,0.0004079101197414181,NaN,D20_stage2_sqp_box0.25
6,-0.4192246504961312,-0.00045393770829921243,FiniteSolved,0.00043023321011543766,NaN,D20_stage2_sqp_box0.25
7,-0.4210409352597704,-0.0022702224719383657,FiniteSolved,0.0009793249588377518,NaN,D20_stage2_sqp_box0.25
8,-0.4301212240773328,-0.011350511289500764,FiniteSolved,0.012645452328374848,NaN,D20_stage2_sqp_box0.25
9,-0.47549431441395795,-0.05672360162612594,FiniteSolved,0.29640122884193204,NaN,D20_stage2_sqp_box0.25
10,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_sqp_box0.25
11,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_sqp_box0.25
12,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_sqp_box0.25
13,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_sqp_box0.25
14,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_sqp_box0.25
15,-0.668770712787832,-0.24999999999999994,AboveEvaluationCap,NaN,20.35153800576515,D20_stage2_sqp_box0.25
1,-0.418770712787832,0.0,FiniteSolved,0.0004072069930638879,NaN,D20_stage2_sqp_box0.5
2,-0.41877129401711344,-5.812292814266762e-7,FiniteSolved,0.0004072038562984341,NaN,D20_stage2_sqp_box0.5
3,-0.41877420016340416,-3.487375572153173e-6,FiniteSolved,0.00040718877638198936,NaN,D20_stage2_sqp_box0.5
4,-0.4187887308919518,-1.801810411977689e-5,FiniteSolved,0.00040718520930237514,NaN,D20_stage2_sqp_box0.5
5,-0.41886138446203636,-9.067167420434563e-5,FiniteSolved,0.0004079101197414181,NaN,D20_stage2_sqp_box0.5
6,-0.4192246504961312,-0.00045393770829921243,FiniteSolved,0.00043023321011543766,NaN,D20_stage2_sqp_box0.5
7,-0.4210409352597704,-0.0022702224719383657,FiniteSolved,0.0009793249588377518,NaN,D20_stage2_sqp_box0.5
8,-0.4301212240773328,-0.011350511289500764,FiniteSolved,0.012645452328374848,NaN,D20_stage2_sqp_box0.5
9,-0.47549431441395795,-0.05672360162612594,FiniteSolved,0.29640122884193204,NaN,D20_stage2_sqp_box0.5
10,-0.5270551136092931,-0.10828440082146112,AboveEvaluationCap,NaN,13.185384187740592,D20_stage2_sqp_box0.5
11,-0.3880030948852859,0.03076761790254612,AboveEvaluationCap,NaN,19.191623677973563,D20_stage2_sqp_box0.5
12,-0.5012747140116256,-0.08250400122379359,FiniteSolved,1.2567557654257793,NaN,D20_stage2_sqp_box0.5
13,-0.4883845142127918,-0.06961380142495976,FiniteSolved,0.5664731676553273,NaN,D20_stage2_sqp_box0.5
14,-0.5020565916465154,-0.08328587885868338,FiniteSolved,1.328581173097215,NaN,D20_stage2_sqp_box0.5
15,-0.4916941713608957,-0.0729234585730637,FiniteSolved,0.6839013356064242,NaN,D20_stage2_sqp_box0.5
16,-0.49963548436402216,-0.08086477157619015,FiniteSolved,1.122848246576209,NaN,D20_stage2_sqp_box0.5
17,-0.4965491809789112,-0.0777784681910792,FiniteSolved,0.9182616065005565,NaN,D20_stage2_sqp_box0.5
18,-0.49795403624247087,-0.07918332345463885,FiniteSolved,1.004775242977437,NaN,D20_stage2_sqp_box0.5
19,-0.49788114138139256,-0.07911042859356054,FiniteSolved,1.0000400542715662,NaN,D20_stage2_sqp_box0.5
20,-0.49788052662489024,-0.07910981383705823,FiniteSolved,1.0000035119167765,NaN,D20_stage2_sqp_box0.5
